"dept";"applicant.gender";"admit"
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"male";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"A";"female";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"male";0
"B";"female";0
"B";"female";0
"B";"female";0
"B";"female";0
"B";"female";0
"B";"female";0
"B";"female";0
"B";"female";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"male";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"C";"female";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"male";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"D";"female";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
"E";"male";0
