month;day;year;id;age;kg.meat;hours;datatype
3;28;2000;3192;57;4.87;;3
3;29;2000;3192;57;10.03;;3
4;12;2000;3192;57;0.00;;3
4;13;2000;3192;57;0.00;;3
4;14;2000;3192;57;4.96;;3
4;17;2000;3192;57;0.00;;3
5;11;2000;3192;57;0.00;;3
5;12;2000;3192;57;0.00;;3
5;14;2000;3192;57;3.71;;3
5;15;2000;3192;57;1.43;;3
5;16;2000;3192;57;4.87;;3
5;17;2000;3192;57;4.87;;3
5;18;2000;3192;57;3.50;;3
5;19;2000;3192;57;2.19;;3
5;20;2000;3192;57;0.00;;3
5;21;2000;3192;57;4.96;;3
5;22;2000;3192;57;4.87;;3
6;1;2000;3192;57;0.00;5.53;1
6;2;2000;3192;57;0.00;;3
7;13;2000;3192;57;0.00;;3
7;14;2000;3192;57;0.00;;3
7;15;2000;3192;57;4.87;;3
7;16;2000;3192;57;8.74;;3
7;17;2000;3192;57;0.00;;3
7;18;2000;3192;57;0.00;;3
7;19;2000;3192;57;0.00;;3
7;20;2000;3192;57;0.00;;3
7;21;2000;3192;57;0.00;;3
7;22;2000;3192;57;4.87;;3
7;23;2000;3192;57;4.87;;3
7;24;2000;3192;57;4.87;;3
7;25;2000;3192;57;4.96;;3
8;1;2000;3192;57;0.00;;3
8;2;2000;3192;57;0.00;;3
8;5;2000;3192;57;4.87;;3
8;30;2000;3192;57;0.00;;3
8;31;2000;3192;57;0.00;;3
9;2;2000;3192;57;0.00;;3
9;3;2000;3192;57;1.46;;3
9;4;2000;3192;57;0.00;;3
9;5;2000;3192;57;0.00;;3
9;6;2000;3192;57;4.87;;3
9;7;2000;3192;57;0.00;;3
9;8;2000;3192;57;1.70;;3
9;13;2000;3192;57;0.00;;3
9;14;2000;3192;57;0.00;;3
9;15;2000;3192;57;4.87;;3
9;16;2000;3192;57;7.80;;3
9;21;2000;3192;57;1.21;;3
9;22;2000;3192;57;4.96;;3
9;23;2000;3192;57;0.00;;3
9;25;2000;3192;57;0.00;;3
9;26;2000;3192;57;4.87;;3
9;27;2000;3192;57;0.00;;3
9;28;2000;3192;57;0.00;;3
9;29;2000;3192;57;8.74;;3
9;30;2000;3192;57;1.46;;3
10;1;2000;3192;57;0.00;;3
10;2;2000;3192;57;4.87;;3
10;3;2000;3192;57;0.00;;3
10;18;2000;3192;57;2.19;;3
10;19;2000;3192;57;4.96;;3
10;20;2000;3192;57;0.00;;3
10;21;2000;3192;57;0.00;;3
10;30;2000;3192;57;2.19;;3
10;31;2000;3192;57;0.00;;3
11;1;2000;3192;57;7.80;;3
11;2;2000;3192;57;4.96;;3
11;29;2000;3192;57;4.87;;3
11;30;2000;3192;57;4.96;;3
12;7;2000;3192;57;4.87;;3
12;8;2000;3192;57;4.87;;3
12;9;2000;3192;57;0.00;;3
12;10;2000;3192;57;4.96;;3
12;11;2000;3192;57;2.75;;3
12;12;2000;3192;57;8.74;;3
12;13;2000;3192;57;0.00;;3
12;27;2000;3192;57;0.00;;3
12;28;2000;3192;57;3.71;;3
12;29;2000;3192;57;4.96;;3
12;30;2000;3192;57;0.00;;3
1;3;2001;3192;58;0.00;;3
1;4;2001;3192;58;3.71;;3
1;5;2001;3192;58;0.00;;3
1;6;2001;3192;58;0.00;;3
1;18;2001;3192;58;3.71;;3
1;19;2001;3192;58;4.96;;3
1;20;2001;3192;58;0.00;;3
2;8;2001;3192;58;0.00;;3
2;9;2001;3192;58;8.74;;3
2;10;2001;3192;58;0.00;;3
2;11;2001;3192;58;7.80;;3
2;12;2001;3192;58;5.62;;3
2;13;2001;3192;58;0.00;;3
2;14;2001;3192;58;0.00;;3
2;15;2001;3192;58;4.96;;3
2;16;2001;3192;58;0.00;;3
2;28;2001;3192;58;0.00;;3
3;1;2001;3192;58;4.96;;3
3;2;2001;3192;58;4.87;;3
3;3;2001;3192;58;8.67;;3
3;25;2001;3192;58;0.00;;3
3;26;2001;3192;58;0.00;;3
3;27;2001;3192;58;0.00;;3
3;28;2001;3192;58;0.00;;3
3;29;2001;3192;58;4.96;;3
3;30;2001;3192;58;7.80;;3
3;31;2001;3192;58;1.21;;3
4;1;2001;3192;58;9.74;;3
4;2;2001;3192;58;1.21;;3
4;3;2001;3192;58;0.00;;3
4;5;2001;3192;58;0.00;;3
4;6;2001;3192;58;0.00;;3
4;7;2001;3192;58;2.19;;3
6;13;2001;3192;58;0.00;;3
6;15;2001;3192;58;3.71;;3
6;16;2001;3192;58;4.87;;3
6;17;2001;3192;58;4.96;;3
6;18;2001;3192;58;4.87;;3
6;19;2001;3192;58;0.00;;3
6;28;2001;3192;58;0.00;;3
6;29;2001;3192;58;4.96;;3
6;30;2001;3192;58;3.71;;3
7;5;2001;3192;58;0.00;;3
7;15;2001;3192;58;0.00;;3
7;16;2001;3192;58;0.00;;3
7;17;2001;3192;58;4.87;;3
7;18;2001;3192;58;4.87;;3
7;19;2001;3192;58;0.00;;3
8;4;2001;3192;58;0.00;;3
8;5;2001;3192;58;0.00;;3
8;6;2001;3192;58;0.00;;3
8;8;2001;3192;58;0.00;;3
8;9;2001;3192;58;0.00;;3
8;12;2001;3192;58;0.00;;3
8;13;2001;3192;58;0.00;;3
8;22;2001;3192;58;0.00;;3
8;23;2001;3192;58;4.25;;3
8;24;2001;3192;58;0.00;;3
8;25;2001;3192;58;0.00;;3
8;31;2001;3192;58;0.00;;3
9;1;2001;3192;58;0.00;;3
9;2;2001;3192;58;0.00;;3
9;3;2001;3192;58;10.03;;3
9;4;2001;3192;58;0.00;;3
9;5;2001;3192;58;0.00;;3
9;30;2001;3192;58;0.00;;3
10;1;2001;3192;58;4.96;;3
10;2;2001;3192;58;8.74;;3
10;3;2001;3192;58;0.00;;3
10;6;2001;3192;58;1.46;;3
10;7;2001;3192;58;0.00;;3
10;8;2001;3192;58;4.87;;3
10;9;2001;3192;58;0.00;;3
10;10;2001;3192;58;0.00;;3
10;11;2001;3192;58;0.00;;3
10;12;2001;3192;58;4.96;;3
10;13;2001;3192;58;0.00;;3
10;17;2001;3192;58;3.71;;3
10;18;2001;3192;58;0.00;;3
10;19;2001;3192;58;4.87;;3
10;20;2001;3192;58;4.87;;3
10;21;2001;3192;58;7.80;;3
10;22;2001;3192;58;0.00;;3
10;24;2001;3192;58;8.74;;3
10;25;2001;3192;58;4.87;;3
10;26;2001;3192;58;0.00;;3
11;10;2001;3192;58;0.00;;3
11;11;2001;3192;58;0.00;;3
11;20;2001;3192;58;0.00;;3
11;21;2001;3192;58;4.96;;3
12;15;2001;3192;58;0.00;;3
12;27;2001;3192;58;0.00;;3
1;2;2002;3192;59;0.00;;3
1;3;2002;3192;59;0.00;;3
1;4;2002;3192;59;0.00;;3
1;5;2002;3192;59;0.00;;3
1;17;2002;3192;59;2.60;;3
1;18;2002;3192;59;2.19;;3
1;26;2002;3192;59;0.00;;3
2;4;2002;3192;59;8.74;;3
2;5;2002;3192;59;0.00;;3
2;6;2002;3192;59;0.00;;3
2;7;2002;3192;59;0.00;;3
2;8;2002;3192;59;0.00;;3
2;9;2002;3192;59;2.19;;3
2;10;2002;3192;59;0.00;;3
2;11;2002;3192;59;8.74;;3
2;12;2002;3192;59;1.80;;3
2;13;2002;3192;59;0.00;;3
3;3;2002;3192;59;0.00;;3
3;4;2002;3192;59;0.00;;3
3;5;2002;3192;59;0.00;;3
3;6;2002;3192;59;0.00;;3
3;7;2002;3192;59;2.43;;3
3;8;2002;3192;59;9.82;;3
3;9;2002;3192;59;0.00;;3
3;10;2002;3192;59;0.00;;3
3;20;2002;3192;59;0.00;;3
3;21;2002;3192;59;0.00;;3
3;22;2002;3192;59;1.92;;3
3;23;2002;3192;59;0.00;;3
4;10;2002;3192;59;4.96;;3
4;11;2002;3192;59;4.87;;3
4;12;2002;3192;59;5.90;;3
7;16;2002;3192;59;0.00;;3
7;17;2002;3192;59;0.00;;3
7;18;2002;3192;59;4.87;;3
7;19;2002;3192;59;0.00;;3
8;5;2002;3192;59;0.00;;3
8;6;2002;3192;59;0.00;;3
8;7;2002;3192;59;0.00;;3
8;8;2002;3192;59;7.80;;3
8;9;2002;3192;59;0.00;;3
8;10;2002;3192;59;0.00;;3
8;17;2002;3192;59;0.00;;3
8;18;2002;3192;59;0.00;;3
8;19;2002;3192;59;0.00;;3
8;20;2002;3192;59;0.00;;3
9;14;2002;3192;59;3.71;;3
9;15;2002;3192;59;0.00;;3
9;16;2002;3192;59;0.00;;3
9;24;2002;3192;59;0.00;;3
9;25;2002;3192;59;4.87;;3
9;26;2002;3192;59;4.87;;3
10;10;2002;3192;59;1.46;;3
10;11;2002;3192;59;1.46;;3
10;12;2002;3192;59;2.75;;3
10;13;2002;3192;59;0.00;;3
10;14;2002;3192;59;4.96;;3
10;15;2002;3192;59;4.96;;3
10;16;2002;3192;59;0.00;;3
10;17;2002;3192;59;0.00;;3
10;18;2002;3192;59;7.80;;3
10;19;2002;3192;59;7.80;;3
10;20;2002;3192;59;1.46;;3
10;21;2002;3192;59;8.74;;3
10;22;2002;3192;59;8.74;;3
10;23;2002;3192;59;0.00;;3
10;24;2002;3192;59;0.00;;3
11;20;2002;3192;59;4.39;;3
11;21;2002;3192;59;0.00;;3
11;22;2002;3192;59;0.00;;3
11;23;2002;3192;59;0.00;;3
11;27;2002;3192;59;0.00;;3
11;28;2002;3192;59;0.00;;3
12;4;2002;3192;59;0.00;;3
12;5;2002;3192;59;0.00;;3
12;6;2002;3192;59;0.00;;3
12;7;2002;3192;59;7.17;;3
12;8;2002;3192;59;0.00;;3
12;9;2002;3192;59;0.00;;3
1;16;2004;3192;61;0.00;;3
1;17;2004;3192;61;0.00;;3
2;8;2004;3192;61;4.50;;3
2;20;2004;3192;61;0.00;;3
3;8;2004;3192;61;0.00;;3
5;6;2004;3192;61;7.30;;3
1;21;2005;3192;62;7.50;;3
1;28;2005;3192;62;0.00;;3
1;30;2005;3192;62;0.00;;3
2;8;2005;3192;62;0.00;;3
2;27;2005;3192;62;4.50;;3
3;18;2005;3192;62;4.50;;3
4;17;2005;3192;62;4.50;;3
9;20;2005;3192;62;0.00;;3
9;21;2005;3192;62;0.00;;3
9;22;2005;3192;62;0.00;;3
9;23;2005;3192;62;0.00;;3
9;24;2005;3192;62;0.00;;3
9;25;2005;3192;62;0.00;;3
9;26;2005;3192;62;0.00;;3
9;27;2005;3192;62;0.00;;3
10;31;2005;3192;62;0.00;;3
11;1;2005;3192;62;4.87;;3
11;2;2005;3192;62;2.75;;3
11;3;2005;3192;62;0.00;;3
11;4;2005;3192;62;0.00;;3
11;5;2005;3192;62;2.00;;3
11;6;2005;3192;62;0.00;;3
11;7;2005;3192;62;0.00;;3
11;8;2005;3192;62;0.00;;3
11;27;2005;3192;62;0.00;;3
11;28;2005;3192;62;8.74;;3
11;29;2005;3192;62;3.71;;3
11;30;2005;3192;62;7.80;;3
12;1;2005;3192;62;0.00;;3
12;27;2005;3192;62;0.00;;3
12;28;2005;3192;62;9.82;;3
12;29;2005;3192;62;4.96;;3
12;30;2005;3192;62;4.87;;3
1;8;2006;3192;63;0.00;;3
1;9;2006;3192;63;0.00;;3
1;10;2006;3192;63;7.62;;3
1;11;2006;3192;63;0.00;;3
1;12;2006;3192;63;12.14;;3
1;13;2006;3192;63;0.00;;3
1;15;2006;3192;63;4.87;;3
1;16;2006;3192;63;13.69;;3
1;17;2006;3192;63;3.64;;3
1;18;2006;3192;63;0.00;;3
1;19;2006;3192;63;0.00;;3
2;2;2006;3192;63;4.87;;3
2;26;2006;3192;63;0.00;;3
2;27;2006;3192;63;0.00;;3
2;28;2006;3192;63;2.85;;3
3;1;2006;3192;63;0.00;;3
3;2;2006;3192;63;0.00;;3
3;16;2006;3192;63;0.00;;3
3;17;2006;3192;63;3.15;;3
3;18;2006;3192;63;0.00;;3
3;30;2006;3192;63;0.00;;3
3;31;2006;3192;63;0.00;;3
4;25;2006;3192;63;0.00;;3
4;26;2006;3192;63;0.00;;3
4;27;2006;3192;63;0.00;;3
4;28;2006;3192;63;4.96;;3
5;18;2006;3192;63;8.74;;3
5;19;2006;3192;63;0.00;;3
5;20;2006;3192;63;0.00;;3
5;21;2006;3192;63;4.87;;3
5;22;2006;3192;63;4.87;;3
5;23;2006;3192;63;0.00;;3
5;24;2006;3192;63;3.50;;3
5;25;2006;3192;63;0.00;;3
5;26;2006;3192;63;0.00;;3
5;27;2006;3192;63;3.50;;3
5;30;2006;3192;63;2.87;;3
5;31;2006;3192;63;7.80;;3
6;1;2006;3192;63;3.65;;3
6;8;2006;3192;63;3.71;;3
6;9;2006;3192;63;0.00;;3
6;10;2006;3192;63;0.00;;3
6;11;2006;3192;63;4.87;;3
4;25;1980;3194;37;0.00;6.70;1
4;26;1980;3194;37;0.00;9.00;1
4;28;1980;3194;37;31.00;8.50;1
4;29;1980;3194;37;0.00;6.00;1
4;30;1980;3194;37;0.00;7.00;1
5;15;1980;3194;37;4.60;7.50;1
5;16;1980;3194;37;4.00;9.50;1
5;17;1980;3194;37;4.30;9.20;1
5;18;1980;3194;37;0.00;5.40;1
5;19;1980;3194;37;0.00;5.00;1
6;21;1980;3194;37;0.00;8.70;1
6;22;1980;3194;37;0.00;8.80;1
6;23;1980;3194;37;5.50;7.10;1
6;24;1980;3194;37;2.00;7.30;1
6;25;1980;3194;37;0.00;4.70;1
6;28;1980;3194;37;0.00;6.00;1
7;5;1980;3194;37;0.00;8.00;1
7;6;1980;3194;37;3.20;10.20;1
7;7;1980;3194;37;5.80;8.00;1
7;8;1980;3194;37;0.00;3.90;1
4;18;1982;3202;38;0.00;7.60;1
4;19;1982;3202;38;11.20;7.20;1
4;20;1982;3202;38;14.30;7.70;1
4;21;1982;3202;38;8.10;4.70;1
4;22;1982;3202;38;0.00;4.30;1
4;23;1982;3202;38;0.00;6.00;1
4;24;1982;3202;38;0.00;8.70;1
4;25;1982;3202;38;0.35;7.40;1
4;26;1982;3202;38;0.00;4.50;1
8;20;1995;3202;51;0.00;;3
8;23;1995;3202;51;0.00;;3
9;19;1995;3202;51;0.00;;3
9;20;1995;3202;51;4.96;;3
9;21;1995;3202;51;0.00;;3
10;4;1995;3202;51;0.00;;3
10;5;1995;3202;51;7.50;;3
10;6;1995;3202;51;2.75;;3
10;7;1995;3202;51;0.00;;3
10;8;1995;3202;51;4.96;;3
10;9;1995;3202;51;4.87;;3
10;10;1995;3202;51;4.87;;3
10;11;1995;3202;51;0.00;;3
12;5;1995;3202;51;0.00;;3
12;6;1995;3202;51;0.00;;3
12;7;1995;3202;51;0.00;;3
12;8;1995;3202;51;7.50;;3
12;9;1995;3202;51;4.25;;3
2;24;1996;3202;52;12.00;;3
3;11;1996;3202;52;0.00;;3
3;12;1996;3202;52;4.87;;3
3;13;1996;3202;52;4.96;;3
3;14;1996;3202;52;4.87;;3
3;15;1996;3202;52;4.87;;3
3;16;1996;3202;52;7.50;;3
3;25;1996;3202;52;9.82;;3
4;3;1996;3202;52;9.82;;3
4;22;1996;3202;52;9.91;;3
4;29;1996;3202;52;0.00;;3
4;30;1996;3202;52;7.50;;3
5;1;1996;3202;52;9.82;;3
5;2;1996;3202;52;0.00;;3
5;9;1996;3202;52;4.87;;3
5;10;1996;3202;52;0.00;;3
5;11;1996;3202;52;0.00;;3
5;12;1996;3202;52;4.96;;3
5;13;1996;3202;52;4.87;;3
5;14;1996;3202;52;0.00;;3
5;15;1996;3202;52;0.00;;3
5;16;1996;3202;52;12.37;;3
5;17;1996;3202;52;0.00;;3
5;18;1996;3202;52;4.87;;3
5;19;1996;3202;52;4.87;;3
6;13;1996;3202;52;9.82;;3
7;16;1996;3202;52;0.00;;3
7;17;1996;3202;52;7.50;;3
7;18;1996;3202;52;4.96;;3
7;19;1996;3202;52;0.00;;3
7;20;1996;3202;52;0.00;;3
7;28;1996;3202;52;4.96;;3
8;2;1996;3202;52;4.96;;3
10;3;1996;3202;52;9.82;;3
10;18;1996;3202;52;17.24;;3
10;20;1996;3202;52;7.50;;3
11;15;1996;3202;52;4.87;;3
11;17;1996;3202;52;4.87;;3
11;22;1996;3202;52;7.50;;3
11;24;1996;3202;52;7.50;;3
11;25;1996;3202;52;4.96;;3
12;5;1996;3202;52;4.96;;3
12;13;1996;3202;52;9.82;;3
2;4;1997;3202;53;5.55;;3
2;9;1997;3202;53;2.80;;3
3;4;1997;3202;53;4.96;;3
3;5;1997;3202;53;4.87;;3
3;6;1997;3202;53;3.15;;3
3;7;1997;3202;53;4.87;;3
3;8;1997;3202;53;4.96;;3
3;11;1997;3202;53;4.96;;3
3;12;1997;3202;53;4.87;;3
3;13;1997;3202;53;8.74;;3
3;14;1997;3202;53;4.96;;3
4;6;1997;3202;53;4.96;;3
4;7;1997;3202;53;0.00;;3
4;8;1997;3202;53;8.21;;3
5;3;1997;3202;53;10.93;;3
5;4;1997;3202;53;9.91;;3
5;5;1997;3202;53;4.96;;3
6;14;1997;3202;53;0.00;;3
6;15;1997;3202;53;0.00;;3
6;16;1997;3202;53;9.82;;3
6;17;1997;3202;53;9.82;;3
6;18;1997;3202;53;4.87;;3
6;19;1997;3202;53;9.74;;3
6;21;1997;3202;53;9.82;;3
6;22;1997;3202;53;0.00;;3
6;23;1997;3202;53;11.16;;3
6;25;1997;3202;53;0.00;;3
6;26;1997;3202;53;9.82;;3
6;27;1997;3202;53;9.82;;3
6;28;1997;3202;53;0.00;;3
6;29;1997;3202;53;4.96;;3
6;30;1997;3202;53;4.96;;3
7;1;1997;3202;53;0.00;;3
7;16;1997;3202;53;8.74;;3
9;10;1997;3202;53;2.75;;3
9;11;1997;3202;53;12.64;;3
9;12;1997;3202;53;0.00;;3
9;13;1997;3202;53;0.00;;3
10;4;1997;3202;53;0.00;;3
10;5;1997;3202;53;4.87;;3
10;6;1997;3202;53;4.96;;3
10;7;1997;3202;53;9.82;;3
10;8;1997;3202;53;9.82;;3
10;10;1997;3202;53;0.00;;3
10;15;1997;3202;53;9.82;;3
11;20;1997;3202;53;4.96;;3
11;21;1997;3202;53;4.87;;3
11;22;1997;3202;53;4.87;;3
11;23;1997;3202;53;4.87;;3
11;25;1997;3202;53;4.96;;3
11;26;1997;3202;53;0.00;;3
11;27;1997;3202;53;9.74;;3
12;27;1997;3202;53;0.00;7.50;1
12;28;1997;3202;53;0.00;9.60;1
12;29;1997;3202;53;18.80;5.90;1
12;30;1997;3202;53;0.00;5.40;1
1;7;1998;3202;54;4.96;;3
1;8;1998;3202;54;0.00;;3
1;9;1998;3202;54;0.00;;3
1;10;1998;3202;54;23.20;;3
1;16;1998;3202;54;14.60;;3
1;17;1998;3202;54;19.56;;3
3;8;1998;3202;54;0.00;;3
3;9;1998;3202;54;0.00;;3
3;10;1998;3202;54;0.00;;3
3;11;1998;3202;54;0.00;;3
3;12;1998;3202;54;4.96;;3
3;13;1998;3202;54;4.96;;3
3;14;1998;3202;54;0.00;;3
3;21;1998;3202;54;0.00;;3
3;22;1998;3202;54;8.74;;3
3;23;1998;3202;54;4.96;;3
3;24;1998;3202;54;0.00;;3
3;25;1998;3202;54;9.82;;3
4;14;1998;3202;54;0.00;;3
4;15;1998;3202;54;0.00;;3
4;16;1998;3202;54;0.00;;3
4;17;1998;3202;54;8.21;;3
4;19;1998;3202;54;3.25;;3
6;1;1998;3202;54;0.00;;3
6;2;1998;3202;54;4.96;;3
6;3;1998;3202;54;0.00;;3
6;4;1998;3202;54;4.87;;3
6;5;1998;3202;54;0.00;;3
6;6;1998;3202;54;0.00;;3
6;7;1998;3202;54;7.80;;3
6;8;1998;3202;54;0.00;;3
6;28;1998;3202;54;4.87;;3
7;1;1998;3202;54;9.91;;3
7;2;1998;3202;54;9.82;;3
7;3;1998;3202;54;9.82;;3
7;4;1998;3202;54;4.87;;3
8;21;1998;3202;54;0.00;;3
8;22;1998;3202;54;4.96;;3
8;23;1998;3202;54;4.96;;3
8;24;1998;3202;54;0.00;;3
10;28;1998;3202;54;9.82;;3
11;7;1998;3202;54;4.96;;3
11;8;1998;3202;54;0.00;;3
12;7;1998;3202;54;1.92;;3
12;12;1998;3202;54;4.87;;3
12;13;1998;3202;54;5.14;;3
12;14;1998;3202;54;4.87;;3
12;15;1998;3202;54;0.00;;3
1;8;1999;3202;55;9.82;;3
1;16;1999;3202;55;0.00;;3
1;17;1999;3202;55;4.87;;3
1;18;1999;3202;55;4.87;;3
1;19;1999;3202;55;0.00;;3
1;20;1999;3202;55;2.60;;3
1;21;1999;3202;55;0.00;;3
1;22;1999;3202;55;0.00;;3
1;23;1999;3202;55;0.00;;3
3;3;1999;3202;55;0.00;;3
3;4;1999;3202;55;4.87;;3
3;5;1999;3202;55;4.87;;3
3;6;1999;3202;55;0.00;;3
3;7;1999;3202;55;4.96;;3
3;13;1999;3202;55;4.87;;3
5;4;1999;3202;55;0.00;;3
5;5;1999;3202;55;4.87;;3
5;6;1999;3202;55;4.96;;3
5;7;1999;3202;55;4.87;;3
5;8;1999;3202;55;4.87;;3
5;9;1999;3202;55;4.96;;3
5;10;1999;3202;55;4.87;;3
5;11;1999;3202;55;0.00;;3
8;7;1999;3202;55;0.00;;3
8;8;1999;3202;55;9.91;;3
8;9;1999;3202;55;4.96;;3
8;18;1999;3202;55;0.00;;3
8;19;1999;3202;55;0.00;;3
8;20;1999;3202;55;0.00;;3
8;21;1999;3202;55;0.00;;3
8;22;1999;3202;55;0.00;;3
9;15;1999;3202;55;2.75;;3
9;19;1999;3202;55;4.96;;3
9;20;1999;3202;55;7.80;;3
9;23;1999;3202;55;0.00;;3
9;24;1999;3202;55;4.96;;3
9;25;1999;3202;55;4.87;;3
9;26;1999;3202;55;2.75;;3
9;27;1999;3202;55;0.90;;3
9;28;1999;3202;55;2.75;;3
9;29;1999;3202;55;3.20;;3
10;5;1999;3202;55;6.17;;3
10;9;1999;3202;55;0.00;;3
10;10;1999;3202;55;4.87;;3
10;11;1999;3202;55;0.00;;3
10;12;1999;3202;55;2.75;;3
10;13;1999;3202;55;4.87;;3
10;31;1999;3202;55;0.00;;3
11;1;1999;3202;55;0.00;;3
11;2;1999;3202;55;0.00;;3
11;3;1999;3202;55;0.00;;3
11;4;1999;3202;55;9.74;;3
11;5;1999;3202;55;4.87;;3
11;6;1999;3202;55;2.75;;3
11;16;1999;3202;55;7.80;;3
11;27;1999;3202;55;4.25;;3
12;9;1999;3202;55;0.00;;3
12;10;1999;3202;55;4.87;;3
12;11;1999;3202;55;4.87;;3
12;12;1999;3202;55;4.96;;3
1;18;2000;3202;56;4.96;;3
1;19;2000;3202;56;0.00;;3
1;23;2000;3202;56;0.00;;3
1;24;2000;3202;56;0.00;;3
1;25;2000;3202;56;0.00;;3
1;26;2000;3202;56;0.00;;3
1;27;2000;3202;56;4.96;;3
1;28;2000;3202;56;4.87;;3
1;29;2000;3202;56;7.80;;3
1;30;2000;3202;56;0.00;;3
1;31;2000;3202;56;0.00;;3
2;1;2000;3202;56;0.00;;3
2;13;2000;3202;56;0.00;;3
2;14;2000;3202;56;0.00;;3
2;15;2000;3202;56;2.80;;3
2;16;2000;3202;56;2.80;;3
2;17;2000;3202;56;0.00;;3
2;18;2000;3202;56;0.00;;3
3;2;2000;3202;56;0.00;;3
3;3;2000;3202;56;0.00;;3
3;4;2000;3202;56;0.00;;3
3;5;2000;3202;56;0.00;;3
3;6;2000;3202;56;0.00;;3
3;7;2000;3202;56;0.00;;3
4;7;2000;3202;56;5.14;;3
4;12;2000;3202;56;4.96;;3
4;13;2000;3202;56;0.00;;3
5;11;2000;3202;56;0.00;;3
5;12;2000;3202;56;0.00;;3
5;13;2000;3202;56;0.00;;3
7;13;2000;3202;56;0.00;;3
7;14;2000;3202;56;4.96;;3
7;15;2000;3202;56;0.00;;3
7;16;2000;3202;56;4.96;;3
7;17;2000;3202;56;0.00;;3
7;18;2000;3202;56;9.82;;3
7;19;2000;3202;56;4.96;;3
8;7;2000;3202;56;0.00;;3
8;8;2000;3202;56;0.00;;3
8;9;2000;3202;56;0.00;;3
8;10;2000;3202;56;4.96;;3
8;11;2000;3202;56;9.82;;3
8;12;2000;3202;56;0.00;;3
8;13;2000;3202;56;0.00;;3
8;14;2000;3202;56;0.00;;3
8;15;2000;3202;56;0.00;;3
8;16;2000;3202;56;38.69;;3
8;17;2000;3202;56;0.00;;3
8;21;2000;3202;56;0.00;;3
8;22;2000;3202;56;4.87;;3
8;23;2000;3202;56;4.87;;3
8;24;2000;3202;56;12.67;;3
8;25;2000;3202;56;0.00;;3
5;30;2001;3202;57;0.00;;3
5;31;2001;3202;57;4.87;;3
6;1;2001;3202;57;0.00;;3
6;2;2001;3202;57;0.00;;3
6;13;2001;3202;57;0.00;;3
6;15;2001;3202;57;0.00;;3
6;16;2001;3202;57;4.87;;3
6;17;2001;3202;57;0.00;;3
6;18;2001;3202;57;8.74;;3
6;19;2001;3202;57;4.87;;3
6;20;2001;3202;57;0.00;;3
6;21;2001;3202;57;4.87;;3
6;22;2001;3202;57;4.96;;3
6;23;2001;3202;57;4.87;;3
6;24;2001;3202;57;0.00;;3
6;25;2001;3202;57;0.00;;3
6;26;2001;3202;57;0.00;;3
6;27;2001;3202;57;0.00;;3
6;28;2001;3202;57;0.00;;3
6;29;2001;3202;57;0.00;;3
8;21;2001;3202;57;0.00;;3
8;22;2001;3202;57;0.00;;3
8;23;2001;3202;57;0.00;;3
8;24;2001;3202;57;0.00;;3
8;25;2001;3202;57;0.00;;3
9;2;2001;3202;57;0.00;;3
9;3;2001;3202;57;0.00;;3
9;4;2001;3202;57;0.00;;3
9;18;2001;3202;57;0.00;;3
9;20;2001;3202;57;4.87;;3
9;21;2001;3202;57;0.00;;3
9;22;2001;3202;57;4.87;;3
9;23;2001;3202;57;0.00;;3
9;24;2001;3202;57;7.80;;3
9;25;2001;3202;57;0.00;;3
10;27;2001;3202;57;0.00;;3
10;28;2001;3202;57;0.00;;3
10;29;2001;3202;57;8.74;;3
10;30;2001;3202;57;0.00;;3
12;6;2001;3202;57;0.00;;3
12;7;2001;3202;57;4.87;;3
12;8;2001;3202;57;4.96;;3
1;8;2002;3202;58;2.60;;3
1;9;2002;3202;58;4.87;;3
1;10;2002;3202;58;0.00;;3
1;11;2002;3202;58;0.00;;3
1;12;2002;3202;58;0.00;;3
1;13;2002;3202;58;8.74;;3
1;14;2002;3202;58;8.74;;3
1;15;2002;3202;58;0.00;;3
1;16;2002;3202;58;0.00;;3
1;17;2002;3202;58;0.00;;3
1;23;2002;3202;58;0.00;;3
1;24;2002;3202;58;0.00;;3
2;4;2002;3202;58;0.00;;3
2;5;2002;3202;58;0.00;;3
2;7;2002;3202;58;0.00;;3
2;8;2002;3202;58;0.00;;3
2;9;2002;3202;58;0.00;;3
2;10;2002;3202;58;0.00;;3
2;11;2002;3202;58;2.80;;3
2;12;2002;3202;58;0.00;;3
2;13;2002;3202;58;4.96;;3
2;14;2002;3202;58;0.00;;3
2;15;2002;3202;58;0.00;;3
2;16;2002;3202;58;2.80;;3
2;17;2002;3202;58;0.00;;3
3;20;2002;3202;58;0.00;;3
3;21;2002;3202;58;4.87;;3
3;22;2002;3202;58;0.00;;3
3;23;2002;3202;58;0.00;;3
6;18;2002;3202;58;0.00;;3
6;19;2002;3202;58;0.00;;3
6;20;2002;3202;58;4.87;;3
6;21;2002;3202;58;0.00;;3
6;22;2002;3202;58;0.00;;3
6;23;2002;3202;58;4.87;;3
6;24;2002;3202;58;4.87;;3
6;25;2002;3202;58;0.00;;3
7;15;2002;3202;58;0.00;;3
7;16;2002;3202;58;3.75;;3
7;17;2002;3202;58;4.87;;3
7;18;2002;3202;58;4.87;;3
7;19;2002;3202;58;0.00;;3
7;20;2002;3202;58;7.80;;3
8;7;2002;3202;58;0.00;;3
8;8;2002;3202;58;0.00;;3
8;9;2002;3202;58;0.00;;3
8;10;2002;3202;58;4.96;;3
