Species;Year;Male;NoDisperse;Mother;Sisters;Bros;ClanSize;AllKin
2;1993;1;0;0;0;1;18;1
2;1993;1;1;0;3;0;17;3
2;1993;1;1;1;1;1;9;3
2;1993;1;1;1;1;1;9;3
2;1993;1;1;0;0;0;9;0
2;1993;1;1;0;1;1;9;2
2;1993;1;1;0;1;1;9;2
2;1993;1;1;1;0;1;6;2
2;1993;1;1;1;0;1;6;2
2;1993;1;0;0;2;0;4;2
2;1993;1;0;0;1;0;20;1
2;1993;1;1;1;0;3;19;4
2;1993;1;1;1;0;3;19;4
2;1993;1;1;1;0;3;19;4
2;1993;1;1;1;0;3;19;4
2;1993;1;1;1;1;0;19;2
2;1993;1;1;0;0;1;19;1
2;1993;1;1;0;0;1;19;1
2;1993;1;NA;0;0;0;NA;0
2;1993;1;1;1;2;0;11;3
2;1993;1;1;1;0;0;19;1
2;1993;1;1;1;4;0;19;5
2;1993;1;1;0;2;0;19;2
2;1993;1;NA;1;2;0;NA;3
2;1993;1;NA;1;2;0;NA;3
2;1993;1;1;0;3;0;11;3
2;1993;1;0;1;3;0;14;4
2;1993;1;NA;0;1;0;NA;1
2;1993;1;NA;0;1;1;NA;2
2;1993;1;1;0;1;0;13;1
2;1993;1;NA;1;2;1;NA;4
2;1993;1;1;1;2;1;13;4
2;1993;1;1;1;2;1;13;4
2;1993;1;NA;0;1;0;NA;1
2;1993;1;NA;0;1;0;NA;1
2;1993;1;NA;0;1;0;NA;1
2;1993;1;1;1;1;0;19;2
2;1993;1;NA;0;1;0;8;1
2;1993;1;1;0;1;0;8;1
2;1993;1;1;0;0;0;8;0
2;1993;1;NA;0;1;0;8;1
2;1993;1;NA;1;0;0;NA;1
2;1993;1;1;0;1;1;9;2
2;1993;1;1;0;1;1;9;2
2;1993;1;1;0;0;0;9;0
2;1993;1;1;0;0;0;7;0
2;1993;1;1;0;2;2;12;4
2;1993;1;1;0;2;2;12;4
2;1993;1;1;0;2;2;12;4
2;1993;1;1;1;2;0;5;3
2;1993;1;0;0;2;0;8;2
2;1993;1;NA;0;0;0;NA;0
2;1993;1;1;1;0;0;7;1
2;1993;1;NA;1;0;0;7;1
2;1993;1;0;NA;NA;NA;NA;NA
2;1993;1;NA;0;0;0;NA;0
2;1993;1;1;0;1;0;NA;1
2;1993;1;NA;0;1;0;NA;1
2;1993;1;0;0;0;0;NA;0
2;1994;1;1;0;0;1;11;1
2;1994;1;1;0;0;1;11;1
2;1994;1;0;0;0;2;12;2
2;1994;1;1;0;1;0;3;1
2;1994;1;1;0;0;0;11;0
2;1994;1;1;0;0;0;4;0
2;1994;1;0;0;0;1;5;1
2;1994;1;0;0;0;0;5;0
2;1994;1;0;0;0;0;5;0
2;1994;1;1;0;3;0;8;3
2;1994;1;1;0;0;0;8;0
2;1994;1;1;1;1;0;NA;2
2;1994;1;0;1;2;0;7;3
2;1994;1;1;1;0;0;6;1
2;1994;1;1;0;0;0;11;0
2;1994;1;1;0;0;0;11;0
2;1994;1;0;0;2;0;7;2
2;1994;1;1;0;0;0;6;0
2;1994;1;1;0;0;1;6;1
2;1994;1;1;0;0;1;6;1
2;1994;1;1;0;0;0;2;0
2;1994;1;1;0;0;0;2;0
2;1994;1;1;0;0;0;2;0
2;1994;1;1;1;0;0;4;1
2;1989;2;1;1;0;0;8;1
2;1989;2;1;0;0;0;8;0
2;1989;2;1;1;0;0;NA;1
2;1989;2;1;0;0;0;8;0
2;1989;2;1;0;0;0;8;0
2;1989;2;1;0;0;0;3;0
2;1989;2;1;0;0;0;3;0
2;1989;2;0;0;0;0;9;0
2;1990;2;1;0;0;0;3;0
2;1990;2;1;1;0;0;5;1
2;1990;2;1;1;0;0;5;1
2;1990;2;1;1;2;0;6;3
2;1990;2;1;1;2;0;6;3
2;1990;2;1;1;2;0;6;3
2;1990;2;NA;1;0;0;5;1
2;1990;2;1;0;0;0;3;0
2;1990;2;1;0;1;0;NA;1
2;1990;2;1;0;1;0;NA;1
2;1990;2;1;1;0;0;7;1
2;1990;2;1;1;1;0;7;2
2;1990;2;1;1;1;0;7;2
2;1990;2;1;1;1;0;NA;2
2;1990;2;1;1;1;0;NA;2
2;1990;2;1;1;0;0;3;1
2;1990;2;1;1;0;0;3;1
2;1990;2;1;1;0;1;NA;2
2;1990;2;1;1;0;0;NA;1
2;1990;2;1;0;0;0;NA;0
2;1990;2;1;0;0;0;NA;0
2;1991;2;1;0;0;0;NA;0
2;1991;2;1;1;0;0;NA;1
2;1991;2;0;0;0;0;NA;0
2;1991;2;0;0;0;0;NA;0
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;1;2;NA;3
2;1991;2;1;0;1;2;NA;3
2;1991;2;1;0;2;0;4;2
2;1991;2;1;0;2;0;4;2
2;1991;2;1;0;2;0;4;2
2;1991;2;1;1;1;1;NA;3
2;1991;2;1;1;1;1;NA;3
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;0;0;0;1;8;1
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;0;0;NA;0
2;1991;2;1;1;1;0;NA;2
2;1991;2;1;1;1;0;NA;2
2;1991;2;1;1;0;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;6;1
2;1991;2;1;0;1;0;6;1
2;1991;2;1;1;0;0;7;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;1;2;0;3;3
2;1991;2;1;1;2;0;4;3
2;1991;2;1;1;2;0;4;3
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;0;1;0;NA;1
2;1991;2;1;1;0;0;NA;1
2;1991;2;1;0;1;0;3;1
2;1991;2;1;0;1;0;3;1
2;1991;2;1;1;0;0;6;1
2;1991;2;1;1;1;1;4;3
2;1991;2;1;1;1;1;4;3
2;1991;2;1;0;2;0;NA;2
2;1991;2;0;0;3;0;NA;3
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;2;0;NA;2
2;1991;2;1;0;1;0;3;1
2;1991;2;1;0;1;0;3;1
2;1991;2;1;0;4;0;9;4
2;1991;2;1;0;4;0;9;4
2;1991;2;1;0;4;0;9;4
2;1991;2;1;0;4;0;9;4
2;1991;2;1;0;4;0;9;4
2;1991;2;1;1;0;0;3;1
2;1991;2;1;0;1;2;5;3
2;1991;2;1;0;1;2;5;3
2;1991;2;1;0;1;0;7;1
2;1991;2;1;0;1;0;7;1
2;1991;2;0;0;1;1;10;2
2;1991;2;1;0;0;1;9;1
2;1991;2;1;0;3;2;7;5
2;1991;2;1;0;3;2;7;5
2;1991;2;1;0;3;2;7;5
2;1991;2;1;0;3;2;7;5
2;1991;2;1;0;0;1;7;1
2;1991;2;1;0;0;0;4;0
2;1991;2;1;0;0;1;7;1
2;1991;2;1;0;0;0;7;0
2;1991;2;1;1;0;0;7;1
2;1991;2;1;0;0;0;7;0
2;1991;2;1;0;3;0;7;3
2;1991;2;1;0;3;0;7;3
2;1991;2;1;0;3;0;7;3
2;1991;2;1;0;3;0;7;3
2;1991;2;1;0;0;0;2;0
2;1991;2;1;0;0;1;NA;1
2;1991;2;1;0;0;1;4;1
2;1991;2;1;0;0;0;NA;0
2;1992;2;1;0;0;0;12;0
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;0;0;NA;0
2;1992;2;1;0;0;1;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;0;0;NA;0
2;1992;2;1;0;0;3;NA;3
2;1992;2;1;0;3;1;7;4
2;1992;2;1;0;3;1;7;4
2;1992;2;NA;0;3;1;8;4
2;1992;2;1;0;3;1;7;4
2;1992;2;0;0;1;0;NA;1
2;1992;2;1;0;0;0;NA;0
2;1992;2;1;1;2;1;7;4
2;1992;2;1;1;2;1;7;4
2;1992;2;1;1;2;1;7;4
2;1992;2;1;0;2;0;11;2
2;1992;2;1;0;2;0;11;2
2;1992;2;1;0;2;0;11;2
2;1992;2;1;1;0;1;11;2
2;1992;2;1;1;2;0;5;3
2;1992;2;1;1;2;0;5;3
2;1992;2;1;1;2;0;5;3
2;1992;2;1;1;0;1;14;2
2;1992;2;1;1;2;1;14;4
2;1992;2;1;1;2;1;14;4
2;1992;2;1;1;2;1;14;4
2;1992;2;1;1;1;3;7;5
2;1992;2;1;1;1;3;7;5
2;1992;2;1;0;0;1;9;1
2;1992;2;1;0;0;2;4;2
2;1992;2;1;1;1;1;9;3
2;1992;2;1;1;1;1;9;3
2;1992;2;1;0;0;0;5;0
2;1992;2;1;0;0;0;5;0
2;1992;2;1;0;2;0;11;2
2;1992;2;1;0;2;0;11;2
2;1992;2;1;0;2;0;11;2
2;1992;2;1;0;0;3;5;3
2;1992;2;1;0;2;1;11;3
2;1992;2;1;0;2;1;11;3
2;1992;2;1;0;2;1;11;3
2;1992;2;1;1;0;0;3;1
2;1992;2;1;0;1;2;6;3
2;1992;2;1;0;1;2;6;3
2;1992;2;1;0;1;1;5;2
2;1992;2;1;0;1;1;5;2
2;1992;2;1;0;0;2;7;2
2;1992;2;1;0;1;1;4;2
2;1992;2;1;0;1;1;4;2
2;1992;2;1;0;2;0;7;2
2;1992;2;1;0;2;0;7;2
2;1992;2;1;0;2;0;7;2
2;1992;2;1;1;0;1;8;2
2;1992;2;1;0;0;2;5;2
2;1992;2;1;1;0;2;12;3
2;1992;2;1;1;0;2;12;3
2;1992;2;1;1;0;0;11;1
2;1992;2;1;0;1;0;5;1
2;1992;2;1;0;1;0;5;1
2;1992;2;1;1;2;1;6;4
2;1992;2;1;1;2;1;6;4
2;1992;2;1;1;2;1;6;4
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;1;1;1;NA;3
2;1992;2;1;1;1;1;NA;3
2;1992;2;1;1;1;1;NA;3
2;1992;2;1;1;1;1;NA;3
2;1992;2;1;1;0;0;NA;1
2;1992;2;1;NA;3;0;NA;NA
2;1992;2;1;NA;3;0;NA;NA
2;1992;2;1;NA;3;0;NA;NA
2;1992;2;1;NA;3;0;NA;NA
2;1992;2;1;0;0;1;NA;1
2;1992;2;0;0;1;1;NA;2
2;1992;2;1;1;0;0;NA;1
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;1;1;NA;2
2;1992;2;1;0;0;1;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;1;0;NA;1
2;1992;2;1;0;0;1;NA;1
2;1992;2;1;1;0;0;NA;1
2;1993;2;1;1;0;1;8;2
2;1993;2;1;1;1;0;8;2
2;1993;2;1;1;1;0;8;2
2;1993;2;1;0;0;0;4;0
2;1993;2;1;1;0;0;4;1
2;1993;2;1;0;2;1;17;3
2;1993;2;1;0;2;1;17;3
2;1993;2;1;0;2;1;17;3
2;1993;2;1;0;0;1;17;1
2;1993;2;1;0;1;1;17;2
2;1993;2;1;0;1;1;17;2
2;1993;2;1;1;0;0;6;1
2;1993;2;1;0;2;1;17;3
2;1993;2;1;0;2;1;17;3
2;1993;2;1;0;2;1;17;3
2;1993;2;NA;1;0;2;17;3
2;1993;2;1;0;0;2;9;2
2;1993;2;1;1;1;0;5;2
2;1993;2;1;1;1;0;5;2
2;1993;2;1;0;0;0;5;0
2;1993;2;1;0;1;0;3;1
2;1993;2;1;0;1;0;3;1
2;1993;2;1;0;2;0;19;2
2;1993;2;1;0;2;0;19;2
2;1993;2;1;0;2;0;19;2
2;1993;2;1;1;0;0;19;1
2;1993;2;1;0;0;0;19;0
2;1993;2;1;0;0;0;19;0
2;1993;2;1;1;0;1;19;2
2;1993;2;1;1;0;0;NA;1
2;1993;2;1;1;1;1;11;3
2;1993;2;1;1;1;1;11;3
2;1993;2;0;0;0;0;NA;0
2;1993;2;1;1;1;0;3;2
2;1993;2;1;1;1;0;3;2
2;1993;2;1;1;3;1;19;5
2;1993;2;1;1;3;1;19;5
2;1993;2;1;1;3;1;19;5
2;1993;2;1;1;3;1;19;5
2;1993;2;1;0;1;1;19;2
2;1993;2;1;0;1;1;19;2
2;1993;2;1;0;3;0;19;3
2;1993;2;1;0;3;0;4;3
2;1993;2;1;0;3;0;4;3
2;1993;2;1;0;3;0;4;3
2;1993;2;1;1;1;0;11;2
2;1993;2;1;1;1;0;3;2
2;1993;2;1;1;2;0;11;3
2;1993;2;1;1;2;0;11;3
2;1993;2;1;1;2;0;11;3
2;1993;2;1;1;1;0;11;2
2;1993;2;1;1;1;0;11;2
2;1993;2;1;1;0;0;11;1
2;1993;2;1;0;2;1;11;3
2;1993;2;1;0;2;1;11;3
2;1993;2;1;0;2;1;11;3
2;1993;2;1;1;2;0;13;3
2;1993;2;1;1;2;0;13;3
2;1993;2;1;1;2;0;13;3
2;1993;2;1;0;0;0;11;0
2;1993;2;1;0;0;1;13;1
2;1993;2;1;1;1;2;13;4
2;1993;2;1;1;1;2;13;4
2;1993;2;1;0;0;0;NA;0
2;1993;2;1;1;0;1;19;2
2;1993;2;1;0;0;1;8;1
2;1993;2;1;1;0;0;8;1
2;1993;2;1;0;0;0;8;0
2;1993;2;1;1;1;0;9;2
2;1993;2;1;1;1;0;9;2
2;1993;2;1;0;0;2;9;2
2;1993;2;1;0;1;3;12;4
2;1993;2;1;0;1;3;12;4
2;1993;2;1;1;2;0;12;3
2;1993;2;1;1;2;0;12;3
2;1993;2;1;1;2;0;12;3
2;1993;2;1;1;1;1;5;3
2;1993;2;1;1;1;1;5;3
2;1993;2;1;1;0;0;12;1
2;1993;2;1;0;1;0;7;1
2;1993;2;NA;0;2;0;8;2
2;1993;2;1;0;1;0;7;1
2;1993;2;NA;0;0;0;8;0
2;1993;2;1;0;0;1;NA;1
2;1994;2;1;0;0;1;3;1
2;1994;2;1;0;0;0;11;0
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;2;0;11;2
2;1994;2;1;0;2;0;11;2
2;1994;2;1;0;2;0;11;2
2;1994;2;1;0;0;0;11;0
2;1994;2;1;0;0;0;4;0
2;1994;2;1;1;0;0;4;1
2;1994;2;1;0;1;0;4;1
2;1994;2;1;0;1;0;4;1
2;1994;2;1;0;2;1;8;3
2;1994;2;1;0;2;1;8;3
2;1994;2;1;0;2;1;8;3
2;1994;2;0;0;0;1;9;1
2;1994;2;0;0;0;1;9;1
2;1994;2;0;0;0;1;9;1
2;1994;2;1;1;0;0;8;1
2;1994;2;1;0;0;0;NA;0
2;1994;2;1;1;0;1;NA;2
2;1994;2;1;1;1;0;6;2
2;1994;2;1;1;1;0;6;2
2;1994;2;1;0;0;0;11;0
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;1;0;11;1
2;1994;2;1;0;0;0;5;0
2;1994;2;1;0;0;0;2;0
2;1994;2;NA;0;0;0;3;0
2;1994;2;0;0;0;0;NA;0
2;1994;2;1;0;1;0;6;1
2;1994;2;1;0;1;0;6;1
2;1994;2;1;0;0;0;2;0
2;1994;2;1;0;0;0;6;0
2;1994;2;1;1;0;0;NA;1
3;1995;1;0;0;0;1;15;1
3;1995;1;1;0;0;0;14;0
3;1995;1;0;0;0;1;15;1
3;1995;1;0;1;1;0;6;2
3;1995;1;0;1;1;1;7;3
3;1995;1;1;1;1;0;6;2
3;1995;1;1;1;2;2;14;5
3;1995;1;1;1;2;2;14;5
3;1995;1;1;1;2;2;14;5
3;1995;1;1;1;1;0;2;2
3;1995;1;0;0;0;2;6;2
3;1995;1;1;0;0;1;5;1
3;1995;1;1;0;0;1;5;1
3;1995;1;1;0;0;0;8;0
3;1995;1;0;0;0;1;9;1
3;1995;1;0;0;0;1;9;1
3;1995;1;0;0;0;1;9;1
3;1995;1;1;0;0;0;5;0
3;1995;1;0;0;1;0;8;1
3;1995;1;0;0;1;0;8;1
3;1995;1;1;0;0;1;5;1
3;1995;1;1;0;0;1;5;1
3;1995;1;1;1;0;0;4;1
3;1995;1;1;1;0;1;13;2
3;1995;1;1;1;0;1;13;2
3;1995;1;0;1;0;0;5;1
3;1996;1;0;1;0;1;9;2
3;1996;1;1;1;0;0;8;1
3;1996;1;0;1;0;0;4;1
3;1996;1;0;0;1;0;13;1
3;1996;1;1;1;0;0;4;1
3;1996;1;0;1;1;0;9;2
3;1996;1;0;1;0;0;8;1
3;1996;1;0;1;1;0;11;2
3;1996;1;0;1;1;1;13;3
3;1996;1;1;1;1;0;12;2
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;0;0;12;0
3;1997;1;1;0;1;0;5;1
3;1997;1;0;0;1;1;5;2
3;1997;1;0;1;1;0;6;2
3;1997;1;0;1;1;0;6;2
3;1997;1;0;0;0;0;7;0
3;1997;1;0;1;1;0;7;2
3;1997;1;0;1;1;0;7;2
3;1997;1;0;0;0;0;15;0
3;1997;1;NA;1;3;0;NA;4
3;1997;1;0;1;3;0;15;4
3;1997;1;0;0;2;0;14;2
3;1997;1;0;1;1;0;7;2
3;1997;1;1;1;2;0;4;3
3;1997;1;0;1;2;1;4;4
3;1997;1;NA;1;2;1;4;4
3;1997;1;0;0;0;0;15;0
3;1997;1;0;1;2;1;5;4
3;1997;1;1;1;2;0;4;3
3;1997;1;0;1;2;0;10;3
3;1997;1;0;1;0;0;5;1
3;1997;1;0;1;0;0;14;1
3;1997;1;0;1;0;0;14;1
3;1997;1;0;1;2;0;14;3
3;1997;1;0;1;2;0;14;3
3;1997;1;NA;0;0;0;6;0
3;1997;1;0;0;0;0;6;0
3;1997;1;0;1;0;0;6;1
3;1997;1;NA;1;0;0;6;1
3;1997;1;1;1;2;0;8;3
3;1997;1;0;1;0;0;14;1
3;1997;1;1;0;2;0;14;2
3;1997;1;0;0;0;0;NA;0
3;1997;1;0;0;0;0;NA;0
3;1997;1;0;0;1;0;9;1
3;1997;1;0;1;1;0;6;2
3;1997;1;0;0;0;0;10;0
3;1997;1;0;0;1;0;14;1
3;1997;1;0;0;0;0;10;0
3;1998;1;1;0;0;0;8;0
3;1998;1;0;1;0;0;10;1
3;1998;1;1;1;0;0;6;1
3;1998;1;0;1;2;2;13;5
3;1998;1;1;1;2;1;12;4
3;1998;1;1;1;2;1;12;4
3;1998;1;0;0;1;0;10;1
3;1998;1;0;1;2;1;11;4
3;1998;1;1;1;2;0;10;3
3;1998;1;0;1;1;0;13;2
3;1998;1;0;1;1;0;13;2
3;1998;1;0;1;1;0;10;2
3;1998;1;0;1;0;0;7;1
3;1998;1;0;1;1;0;13;2
3;1998;1;1;1;1;0;10;2
3;1998;1;0;1;0;1;6;2
3;1998;1;1;1;0;0;4;1
3;1998;1;1;1;1;0;13;2
3;1998;1;0;1;1;1;14;3
3;1998;1;1;0;1;0;8;1
3;1998;1;1;1;4;0;8;5
3;1998;1;0;0;0;0;14;0
3;1998;1;0;0;1;0;6;1
3;1998;1;1;1;1;1;10;3
3;1998;1;1;1;1;1;10;3
3;1998;1;1;1;1;1;7;3
3;1998;1;1;1;1;1;7;3
3;1998;1;0;0;1;0;9;1
3;1998;1;0;0;1;0;9;1
3;1998;1;1;1;0;0;12;1
3;1998;1;0;0;1;0;7;1
3;1998;1;0;1;1;0;4;2
3;1998;1;1;0;0;0;7;0
3;1998;1;0;1;0;0;5;1
3;1999;1;NA;1;0;0;4;1
3;1999;1;0;1;0;0;5;1
3;1999;1;1;0;3;1;6;4
3;1999;1;0;1;0;0;10;1
3;1999;1;0;1;0;0;10;1
3;1999;1;0;1;0;0;10;1
3;1999;1;1;1;1;0;4;2
3;1999;1;0;1;1;1;7;3
3;1999;1;NA;1;1;0;NA;2
3;1999;1;NA;1;1;0;NA;2
3;1999;1;0;1;1;0;4;2
3;1999;1;1;1;0;0;6;1
3;1999;1;1;1;1;0;9;2
3;1999;1;1;1;0;0;12;1
3;1999;1;1;1;0;1;10;2
3;1999;1;1;1;0;1;10;2
3;1999;1;0;1;0;2;11;3
3;1999;1;1;1;2;0;10;3
3;1999;1;1;0;1;0;9;1
3;1999;1;1;1;1;0;3;2
3;1999;1;0;0;0;0;7;0
3;1999;1;0;1;1;0;7;2
3;1999;1;0;1;0;0;6;1
3;1999;1;0;1;0;0;6;1
3;1999;1;0;1;0;0;6;1
3;1999;1;NA;0;1;0;NA;1
3;1999;1;NA;0;1;0;NA;1
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;3;0;14;4
3;1999;1;0;1;3;0;14;4
3;1999;1;NA;1;3;0;14;4
3;1999;1;1;1;3;0;9;4
3;1999;1;1;1;1;0;12;2
3;1999;1;1;1;1;0;12;2
3;1999;1;0;1;0;1;5;2
3;1999;1;0;0;2;0;9;2
3;1999;1;0;0;2;0;9;2
3;1999;1;0;1;1;0;14;2
3;1999;1;1;1;1;1;8;3
3;1999;1;1;1;1;1;8;3
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;0;1;9;2
3;1999;1;0;1;0;1;9;2
3;1999;1;0;1;1;0;7;2
3;1999;1;1;0;1;0;9;1
3;1999;1;1;1;0;0;5;1
3;1999;1;1;1;1;0;12;2
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;2;0;13;3
3;1999;1;0;1;0;0;4;1
3;1999;1;0;1;0;0;13;1
3;1999;1;NA;1;0;0;NA;1
3;2000;1;1;1;0;0;4;1
3;2000;1;1;0;0;1;6;1
3;2000;1;1;0;0;1;6;1
3;2000;1;NA;0;0;2;6;2
3;2000;1;NA;0;0;2;6;2
3;2000;1;NA;0;0;2;6;2
3;2000;1;1;0;1;0;4;1
3;2000;1;1;1;0;0;2;1
3;2000;1;1;0;0;0;6;0
3;2000;1;0;0;1;0;7;1
3;2000;1;NA;1;0;0;NA;1
3;2000;1;1;1;1;0;14;2
3;2000;1;1;1;0;0;9;1
3;2000;1;0;1;0;0;3;1
3;2000;1;1;1;0;1;6;2
3;2000;1;1;1;0;1;6;2
3;2000;1;1;0;0;1;6;1
3;2000;1;1;0;0;1;6;1
3;2000;1;0;0;0;0;7;0
3;2001;1;1;1;1;0;7;2
3;2001;1;1;0;0;0;6;0
3;2001;1;0;0;0;1;7;1
3;2001;1;0;0;0;0;7;0
3;2001;1;0;1;0;0;4;1
3;2001;1;0;1;1;0;6;2
3;2001;1;0;1;1;0;6;2
3;2001;1;0;0;0;0;3;0
3;2001;1;1;1;0;0;4;1
3;2001;1;0;1;2;1;7;4
3;2001;1;0;1;2;1;7;4
3;2001;1;1;1;2;0;6;3
3;2001;1;0;1;2;1;7;4
3;2001;1;0;1;0;0;4;1
3;2001;1;1;0;0;0;4;0
3;2001;1;1;1;0;0;5;1
3;2001;1;0;0;0;0;8;0
3;2001;1;0;0;0;0;8;0
3;2001;1;1;1;1;0;6;2
3;2001;1;0;1;1;0;6;2
3;2001;1;NA;0;1;0;NA;1
3;2001;1;0;0;1;0;6;1
3;2001;1;1;0;0;0;4;0
3;2001;1;1;1;0;0;3;1
3;2001;1;0;1;0;0;10;1
3;2002;1;0;0;0;0;7;0
3;2002;1;1;0;2;0;7;2
3;2002;1;0;0;0;0;3;0
3;2002;1;1;1;0;1;5;2
3;2002;1;1;1;0;1;5;2
3;2002;1;1;1;1;0;12;2
3;2002;1;0;1;0;0;4;1
3;2002;1;0;1;0;0;4;1
3;2002;1;0;1;1;0;12;2
3;2002;1;0;1;0;0;4;1
3;2002;1;1;0;0;0;7;0
3;2002;1;0;1;1;0;5;2
3;2002;1;0;1;0;0;12;1
3;2002;1;1;0;0;1;6;1
3;2002;1;1;0;0;1;6;1
3;2003;1;1;1;1;0;9;2
3;2003;1;1;1;0;0;6;1
3;2003;1;0;1;0;0;10;1
3;2003;1;1;0;2;0;8;2
3;2003;1;0;0;0;0;5;0
3;2003;1;0;0;0;0;5;0
3;2003;1;0;1;2;0;9;3
3;2003;1;NA;0;1;0;6;1
3;2003;1;0;0;0;0;9;0
3;2003;1;0;0;0;0;8;0
3;2003;1;0;0;0;0;9;0
3;2003;1;0;0;0;0;8;0
3;2003;1;1;0;0;0;6;0
3;2003;1;1;0;0;1;8;1
3;2003;1;1;0;0;1;8;1
3;2003;1;1;1;0;1;10;2
3;2003;1;1;1;0;1;10;2
3;2003;1;1;0;0;0;3;0
2;2003;1;1;1;0;0;3;1
2;2003;1;0;1;0;1;4;2
3;2003;1;0;0;2;0;8;2
3;2003;1;1;0;0;0;4;0
3;2003;1;0;0;1;0;8;1
3;2003;1;1;1;4;0;7;5
3;2003;1;1;0;2;0;4;2
3;2003;1;1;1;1;1;5;3
3;2003;1;1;1;1;1;5;3
3;2003;1;0;0;1;0;7;1
3;2003;1;1;1;0;0;2;1
3;2003;1;0;1;0;0;3;1
3;2004;1;1;0;0;0;6;0
3;2004;1;NA;1;2;0;13;3
3;2004;1;0;0;0;0;14;0
3;2004;1;0;0;0;0;13;0
3;2004;1;1;0;0;0;7;0
3;2004;1;0;0;0;0;6;0
3;2004;1;0;0;0;0;6;0
3;2004;1;0;1;3;0;12;4
3;2004;1;1;1;3;0;9;4
3;2004;1;0;1;1;0;12;2
3;2004;1;0;1;1;0;12;2
3;2004;1;0;1;0;0;12;1
3;2004;1;0;1;0;0;12;1
3;2004;1;0;1;1;0;12;2
3;2004;1;1;0;0;1;10;1
3;2004;1;NA;0;0;1;9;1
3;2004;1;1;1;1;0;13;2
3;2004;1;1;0;0;0;3;0
3;2004;1;0;1;0;0;8;1
3;2004;1;1;0;0;0;2;0
3;2004;1;0;0;0;0;14;0
3;2004;1;0;1;1;0;6;2
3;2004;1;0;1;1;0;10;2
3;2004;1;0;1;2;0;12;3
3;2004;1;1;0;0;0;6;0
3;2004;1;0;0;1;0;8;1
3;2004;1;0;0;0;0;5;0
3;1995;2;1;1;0;0;5;1
3;1995;2;1;1;0;1;6;2
3;1995;2;1;1;0;0;4;1
3;1995;2;1;1;0;0;13;1
3;1995;2;1;1;1;3;13;5
3;1995;2;1;1;1;3;13;5
3;1995;2;1;1;0;1;2;2
3;1995;2;0;0;0;2;6;2
3;1995;2;1;1;0;0;4;1
3;1995;2;1;0;0;0;13;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;1;0;7;1
3;1995;2;1;0;0;0;6;0
3;1995;2;0;0;0;1;5;1
3;1995;2;0;0;0;0;6;0
3;1995;2;NA;0;0;0;5;0
3;1995;2;0;0;0;0;6;0
3;1995;2;1;0;0;0;7;0
3;1995;2;0;0;1;0;8;1
3;1995;2;0;1;0;0;6;1
3;1995;2;1;1;0;0;8;1
3;1996;2;0;1;0;1;9;2
3;1996;2;0;1;0;0;4;1
3;1996;2;NA;1;0;0;NA;1
3;1996;2;1;0;0;0;12;0
3;1996;2;1;1;2;0;8;3
3;1996;2;1;1;2;0;8;3
3;1996;2;1;1;2;0;8;3
3;1996;2;0;0;0;0;5;0
3;1996;2;1;0;0;0;12;0
3;1996;2;1;1;0;0;8;1
3;1996;2;0;1;1;0;11;2
3;1996;2;1;1;0;0;10;1
3;1996;2;1;1;0;1;12;2
3;1996;2;1;0;0;3;8;3
3;1997;2;1;1;0;0;5;1
