"polity";"year";"population";"moralizing_gods";"writing"
"Paris Basin";-1600;3.15412094371819;NA;0
"Paris Basin";-1500;3.15412094371819;NA;0
"Paris Basin";-1400;3.15412094371819;NA;0
"Paris Basin";-1300;3.15412094371819;NA;0
"Paris Basin";-1200;3.15412094371819;NA;0
"Paris Basin";-1100;3.15412094371819;NA;0
"Paris Basin";-1000;2.73653848362009;NA;0
"Paris Basin";-900;4.41585240020977;NA;0
"Paris Basin";-800;4.08782119687175;NA;0
"Paris Basin";-700;3.57731312314292;NA;0
"Paris Basin";-600;4.79119947000694;NA;0
"Paris Basin";-500;4.79119947000694;NA;0
"Paris Basin";-400;4.33577992800705;NA;0
"Paris Basin";-300;4.87253606551248;NA;1
"Paris Basin";-200;4.87253606551248;NA;1
"Paris Basin";-100;4.87508438198427;1;1
"Latium";0;7.69897000433602;1;1
"Latium";100;7.74094284872473;1;1
"Latium";200;7.77959698930288;1;1
"Konya Plain";300;7.72792208605444;1;1
"Paris Basin";500;6.18598708406972;1;1
"Paris Basin";600;6.01037949602411;1;1
"Paris Basin";700;6.0787563122141;1;1
"Paris Basin";800;7.17609125905568;1;1
"Paris Basin";900;6.68985860180447;1;1
"Paris Basin";1000;5.82198788229319;1;1
"Paris Basin";1100;5.82198788229319;1;1
"Paris Basin";1200;7.14612803567824;1;1
"Paris Basin";1300;7.23044892137827;1;1
"Paris Basin";1400;6.97772360528885;1;1
"Paris Basin";1500;7.25527250510331;1;1
"Paris Basin";1600;7.32221929473392;1;1
"Paris Basin";1700;7.40312052117582;1;1
"Sogdiana";-3500;4.76913902971042;NA;0
"Sogdiana";-3400;4.76913902971042;NA;0
"Sogdiana";-3300;4.76913902971042;NA;0
"Sogdiana";-3200;4.76913902971042;NA;0
"Sogdiana";-3100;4.76913902971042;NA;0
"Sogdiana";-3000;4.76913902971042;NA;0
"Sogdiana";-2900;4.76913902971042;NA;0
"Sogdiana";-2800;4.76913902971042;NA;0
"Sogdiana";-2700;4.76913902971042;NA;0
"Sogdiana";-2600;4.76913902971042;NA;0
"Sogdiana";-2500;4.76913902971042;NA;0
"Sogdiana";-2400;4.76913902971042;NA;0
"Sogdiana";-2300;4.76913902971042;NA;0
"Sogdiana";-2200;4.76913902971042;NA;0
"Sogdiana";-2100;4.76913902971042;NA;0
"Sogdiana";-2000;3.90677512472781;NA;0
"Sogdiana";-1900;3.90677512472781;NA;0
"Sogdiana";-1800;3.90677512472781;NA;0
"Sogdiana";-1700;3.90677512472781;NA;0
"Sogdiana";-1600;3.90677512472781;NA;0
"Sogdiana";-1500;3.90677512472781;NA;0
"Sogdiana";-1400;2.87590665702854;NA;0
"Sogdiana";-1300;2.87590665702854;NA;0
"Sogdiana";-1200;2.87590665702854;NA;0
"Sogdiana";-1100;2.87590665702854;NA;0
"Sogdiana";-1000;4.97898457105548;NA;0
"Sogdiana";-900;3.79904472100173;NA;0
"Sogdiana";-800;4.63473231128664;NA;0
"Sogdiana";-700;4.01667311488309;NA;0
"Sogdiana";-600;4.01667311488309;NA;0
"Susiana";-500;7.35258451398893;1;1
"Susiana";-400;7.20742550391035;1;1
"Susiana";-300;7.47712125471966;1;1
"Sogdiana";-200;7.16039262098499;1;1
"Sogdiana";-100;7.1175005224595;1;1
"Sogdiana";0;4.90492817100874;1;1
"Sogdiana";100;7.18590197388978;1;1
"Sogdiana";200;6.65263619555617;1;1
"Susiana";300;6.69897000433602;1;1
"Susiana";400;6.69897000433602;1;1
"Sogdiana";500;7.42324587393681;1;1
"Sogdiana";600;6.27667356721773;1;1
"Sogdiana";700;4.34937878785128;1;1
"Susiana";800;7.46997409592485;1;1
"Sogdiana";900;6.77815125038364;1;1
"Sogdiana";1000;6.39794000867204;1;1
"Sogdiana";1100;5.95007369382633;1;1
"Sogdiana";1200;6.31714851323388;1;1
"Sogdiana";1300;6.30967942812601;NA;1
"Sogdiana";1400;7.69019608002851;1;1
"Sogdiana";1500;6.87721847824635;1;1
"Sogdiana";1600;5.94780834740981;1;1
"Sogdiana";1700;5.90132759926972;1;1
"Southern China Hills";1800;5.30102999566398;NA;0
"Susiana";-7800;2.58565911941394;NA;0
"Susiana";-7700;2.58565911941394;NA;0
"Susiana";-7600;2.58565911941394;NA;0
"Susiana";-7500;2.58565911941394;NA;0
"Susiana";-7400;2.58565911941394;NA;0
"Susiana";-7300;2.58565911941394;NA;0
"Susiana";-7200;2.28039483239959;NA;0
"Susiana";-7100;2.28039483239959;NA;0
"Susiana";-7000;2.48534935328649;NA;0
"Susiana";-6900;2.48534935328649;NA;0
"Susiana";-6800;2.48534935328649;NA;0
"Susiana";-6700;2.48534935328649;NA;0
"Susiana";-6600;2.48534935328649;NA;0
"Susiana";-6500;2.48534935328649;NA;0
"Susiana";-6400;2.48534935328649;NA;0
"Susiana";-6300;2.48534935328649;NA;0
"Susiana";-6200;2.48534935328649;NA;0
"Susiana";-6100;2.48534935328649;NA;0
"Susiana";-6000;3.16058729233011;NA;0
"Susiana";-5900;3.16058729233011;NA;0
"Susiana";-5800;3.16058729233011;NA;0
"Susiana";-5700;4.49080381392678;NA;0
"Susiana";-5600;4.49080381392678;NA;0
"Susiana";-5500;4.49080381392678;NA;0
"Susiana";-5400;4.49080381392678;NA;0
"Susiana";-5300;4.49080381392678;NA;0
"Susiana";-5200;4.49080381392678;NA;0
"Susiana";-5100;4.61277652724656;NA;0
"Susiana";-5000;3.35231099514096;NA;0
"Susiana";-4900;3.35231099514096;NA;0
"Susiana";-4800;3.35231099514096;NA;0
"Susiana";-4700;4.74206851437334;NA;0
"Susiana";-4600;4.74206851437334;NA;0
"Susiana";-4500;4.74206851437334;NA;0
"Susiana";-4400;4.74206851437334;NA;0
"Susiana";-4300;4.01619721182146;NA;0
"Susiana";-4200;4.01619721182146;NA;0
"Susiana";-4100;4.01619721182146;NA;0
"Susiana";-4000;4.01619721182146;NA;0
"Susiana";-3900;3.02195658582939;NA;0
"Susiana";-3800;3.02195658582939;NA;1
"Susiana";-3700;4.01339633375658;NA;1
"Susiana";-3600;4.10812030688747;NA;1
"Susiana";-3500;4.05288144851238;NA;1
"Susiana";-3400;4.34335026482494;NA;1
"Susiana";-3300;4.38867594032232;NA;1
"Susiana";-3200;3.83884909073726;NA;1
"Susiana";-3100;3.83884909073726;NA;1
"Susiana";-3000;4.58516591693262;NA;1
"Susiana";-2900;4.58516591693262;NA;1
"Susiana";-2800;4.58516591693262;NA;1
"Susiana";-2700;4.58516591693262;NA;1
"Susiana";-2600;5.65268124557744;NA;1
"Susiana";-2500;5.65268124557744;NA;1
"Susiana";-2400;5.65268124557744;NA;1
"Susiana";-2300;5.65268124557744;NA;1
"Susiana";-2200;5.90210314649119;1;1
"Susiana";-2100;5.31102373811621;NA;1
"Susiana";-2000;6.93288642234459;NA;1
"Susiana";-1900;6.16265081073127;NA;1
"Susiana";-1800;7.06609588070017;NA;1
"Susiana";-1700;5.7734927421847;NA;1
"Susiana";-1600;5.02358496416745;NA;1
"Susiana";-1500;6.26600109013825;NA;1
"Susiana";-1400;6.89823149431683;NA;1
"Susiana";-1300;6.06930108900095;NA;1
"Susiana";-1200;5.9526544408234;NA;1
"Susiana";-1100;5.9526544408234;NA;1
"Susiana";-1000;5.9526544408234;NA;1
"Susiana";-900;6.65808554943775;NA;1
"Susiana";-800;6.65808554943775;NA;1
"Susiana";-700;6.37033402718205;NA;1
"Susiana";-600;4.91138403590144;NA;1
"Susiana";-500;7.35258451398893;1;1
"Susiana";-400;7.20742550391035;1;1
"Susiana";-300;7.47712125471966;1;1
"Susiana";-200;4.91090596427815;1;1
"Susiana";-100;6.73639650227664;1;1
"Susiana";0;7.17609125905568;1;1
"Susiana";100;5.95622038660036;NA;1
"Susiana";200;5.95622038660036;NA;1
"Susiana";300;6.69897000433602;1;1
"Susiana";400;6.69897000433602;1;1
"Susiana";500;6.94939000664491;1;1
"Susiana";600;7.34439227368511;1;1
"Susiana";700;7.42138280472106;1;1
"Susiana";800;7.46997409592485;1;1
"Susiana";900;7.01105067542867;1;1
"Susiana";1000;6.69578717906126;1;1
"Susiana";1100;7.08278537031645;1;1
"Susiana";1200;6.5910646070265;1;1
"Susiana";1300;6.72015930340596;1;1
"Sogdiana";1400;7.69019608002851;1;1
"Susiana";1500;6.72512000861969;1;1
"Susiana";1600;6.95424250943933;1;1
"Susiana";1700;6.95424250943933;1;1
"Upper Egypt";-4400;1.40832362151464;NA;0
"Upper Egypt";-4300;1.40832362151464;NA;0
"Upper Egypt";-4200;1.40832362151464;NA;0
"Upper Egypt";-4100;1.40832362151464;NA;0
"Upper Egypt";-4000;1.40832362151464;NA;0
"Upper Egypt";-3900;1.40832362151464;NA;0
"Upper Egypt";-3800;2.24997548099519;NA;0
"Upper Egypt";-3700;3.74392667214903;NA;0
"Upper Egypt";-3600;5.17836877008656;NA;0
"Upper Egypt";-3500;4.11394335230684;NA;0
"Upper Egypt";-3400;4.69897000433602;NA;0
"Upper Egypt";-3300;4.69897000433602;NA;1
"Upper Egypt";-3200;4.69897000433602;NA;1
"Upper Egypt";-3100;5.93673838898824;NA;1
"Upper Egypt";-3000;5.93673838898824;NA;1
"Upper Egypt";-2900;6.03915420866838;1;1
"Upper Egypt";-2800;6.03915420866838;1;1
"Upper Egypt";-2700;6.03915420866838;1;1
"Upper Egypt";-2600;5.93803200387558;1;1
"Upper Egypt";-2500;5.93803200387558;1;1
"Upper Egypt";-2400;5.93803200387558;1;1
"Upper Egypt";-2300;6.17609125905568;1;1
"Upper Egypt";-2200;6.17609125905568;1;1
"Upper Egypt";-2100;5.43491405670351;1;1
"Upper Egypt";-2000;6.33556457863163;1;1
"Upper Egypt";-1900;6.33556457863163;1;1
"Upper Egypt";-1800;6.33556457863163;1;1
"Upper Egypt";-1700;6.1753780236565;1;1
"Upper Egypt";-1600;6.1753780236565;1;1
"Upper Egypt";-1500;7;1;1
"Upper Egypt";-1400;7;1;1
"Upper Egypt";-1300;7;1;1
"Upper Egypt";-1200;6.41887146964105;1;1
"Upper Egypt";-1100;6.41887146964105;1;1
"Upper Egypt";-1000;6.80421103471472;1;1
"Upper Egypt";-900;6.55687602325184;1;1
"Upper Egypt";-800;6.55687602325184;1;1
"Upper Egypt";-700;6.45288032699969;1;1
"Upper Egypt";-600;6.28355698848623;1;1
"Susiana";-500;7.35258451398893;1;1
"Upper Egypt";-400;6.46498535982717;1;1
"Upper Egypt";-300;6.84509804001426;1;1
"Upper Egypt";-200;6.60205999132796;1;1
"Upper Egypt";-100;6.60205999132796;1;1
"Latium";0;7.69897000433602;1;1
"Latium";100;7.74094284872473;1;1
"Latium";200;7.77959698930288;1;1
"Konya Plain";300;7.72792208605444;1;1
"Konya Plain";400;7.17609125905568;1;1
"Konya Plain";500;7.30102999566398;1;1
"Konya Plain";600;7.04139268515823;1;1
"Susiana";700;7.42138280472106;1;1
"Susiana";800;7.46997409592485;1;1
"Upper Egypt";900;6.81291335664286;1;1
"Upper Egypt";1000;7.12048292992719;1;1
"Upper Egypt";1100;6.62042661697143;1;1
"Upper Egypt";1200;6.97805822542567;1;1
"Upper Egypt";1300;6.80982098325553;1;1
"Upper Egypt";1400;6.68124123737559;1;1
"Upper Egypt";1500;6.77815125038364;1;1
"Konya Plain";1600;7.44715803134222;1;1
"Konya Plain";1700;7.38021124171161;1;1
"Valley of Oaxaca";-1400;2.19961341919574;NA;0
"Valley of Oaxaca";-1300;2.19961341919574;NA;0
"Valley of Oaxaca";-1200;2.19961341919574;NA;0
"Valley of Oaxaca";-1100;2.39712508506953;NA;0
"Valley of Oaxaca";-1000;2.39712508506953;NA;0
"Valley of Oaxaca";-900;2.39712508506953;NA;0
"Valley of Oaxaca";-800;2.39712508506953;NA;0
"Valley of Oaxaca";-700;2.99125544203001;NA;1
"Valley of Oaxaca";-600;2.99125544203001;NA;1
"Valley of Oaxaca";-500;3.96521686768218;NA;1
"Valley of Oaxaca";-400;3.96521686768218;NA;1
"Valley of Oaxaca";-300;4.69897000433602;NA;1
"Valley of Oaxaca";-200;4.69897000433602;NA;1
"Valley of Oaxaca";-100;4.62332094945154;NA;1
"Valley of Oaxaca";0;4.62332094945154;NA;1
"Valley of Oaxaca";100;4.62332094945154;NA;1
"Valley of Oaxaca";200;4.47791088266692;NA;0
"Valley of Oaxaca";300;4.47791088266692;NA;0
"Valley of Oaxaca";400;4.47791088266692;NA;0
"Valley of Oaxaca";500;3.93306274773196;NA;1
"Valley of Oaxaca";600;3.93306274773196;NA;1
"Valley of Oaxaca";700;3.93306274773196;NA;1
"Valley of Oaxaca";800;3.93306274773196;NA;1
"Valley of Oaxaca";900;3.97931689130533;NA;1
"Valley of Oaxaca";1000;3.97931689130533;NA;1
"Valley of Oaxaca";1100;3.97931689130533;NA;1
"Valley of Oaxaca";1200;3.97931689130533;NA;1
"Valley of Oaxaca";1300;3.97931689130533;NA;1
"Valley of Oaxaca";1400;3.97931689130533;NA;1
"Valley of Oaxaca";1500;3.97931689130533;NA;1
"Yemeni Coastal Plain";400;5.63313306504109;1;1
"Yemeni Coastal Plain";500;5.63313306504109;1;1
"Susiana";600;7.34439227368511;1;1
"Susiana";700;7.42138280472106;1;1
"Yemeni Coastal Plain";900;6.88092210319137;1;1
"Yemeni Coastal Plain";1000;6.88092210319137;1;1
"Yemeni Coastal Plain";1100;7.00852251877278;1;1
"Upper Egypt";1200;6.97805822542567;1;1
"Yemeni Coastal Plain";1300;6.76308318832776;1;1
"Yemeni Coastal Plain";1400;6.76308318832776;1;1
"Yemeni Coastal Plain";1500;6.51962079819262;1;1
"Konya Plain";1600;7.44715803134222;1;1
"Yemeni Coastal Plain";1700;3.88260625387448;1;1
"Yemeni Coastal Plain";1800;3.88260625387448;1;1
